# List from http://www.wordfrequency.info/top5000.asp
# Word	POS	Frequency	Dispersion
complex	n	9573 	0.95
absolute	j	9622 	0.94
chef	n	10131 	0.89
discrimination	n	9872 	0.92
offensive	j	9902 	0.91
German	n	9586 	0.94
suit	v	9477 	0.95
boom	n	9457 	0.96
register	v	9389 	0.96
appoint	v	9541 	0.95
heritage	n	9670 	0.93
God	n	9694 	0.93
terrorist	j	10390 	0.87
dominant	j	10143 	0.89
successfully	r	9728 	0.93
shit	n	11047 	0.82
lemon	n	10095 	0.89
hungry	j	9653 	0.93
sense	v	9697 	0.93
dry	v	9678 	0.93
wander	v	9822 	0.92
submit	v	9507 	0.95
economics	n	9758 	0.92
naked	j	9897 	0.91
anticipate	v	9345 	0.96
nut	n	9605 	0.94
legacy	n	9461 	0.95
extension	n	9672 	0.93
shrug	v	10689 	0.84
fly	n	9689 	0.93
battery	n	9793 	0.92
arrival	n	9302 	0.97
legitimate	j	9543 	0.94
orientation	n	10613 	0.85
inflation	n	9758 	0.92
cope	v	9952 	0.9
flame	n	9716 	0.92
cluster	n	9821 	0.91
host	v	9750 	0.92
wound	n	9404 	0.95
dependent	j	10029 	0.89
shower	n	9624 	0.93
institutional	j	10397 	0.86
depict	v	9721 	0.92
operating	n	9480 	0.94
flesh	n	9867 	0.9
garage	n	9573 	0.93
operator	n	9351 	0.95
instructor	n	9912 	0.9
collapse	v	9163 	0.97
borrow	v	9150 	0.97
furthermore	r	10349 	0.86
comedy	n	9596 	0.93
mortgage	n	10022 	0.89
sanction	n	10163 	0.87
civilian	j	9684 	0.92
twelve	m	9638 	0.92
weekly	j	9297 	0.95
habitat	n	9665 	0.92
grain	n	9520 	0.93
brush	v	9806 	0.9
consciousness	n	9758 	0.91
devote	v	9326 	0.95
crack	v	9334 	0.94
measurement	n	10187 	0.87
province	n	9491 	0.93
ease	v	9247 	0.95
seize	v	9106 	0.97
ethics	n	9561 	0.92
nomination	n	9698 	0.91
permission	n	9298 	0.95
wise	j	9101 	0.97
actress	n	9448 	0.93
summit	n	9628 	0.91
acid	n	9772 	0.9
odds	n	9094 	0.96
gifted	j	10941 	0.8
frustration	n	9005 	0.97
medium	n	9523 	0.92
function	v	9570 	0.91
physically	r	9039 	0.97
grant	n	9372 	0.93
distinguish	v	9664 	0.9
shore	n	9191 	0.95
repeatedly	r	9059 	0.96
lung	n	9206 	0.95
firm	j	9036 	0.97
running	j	9271 	0.94
correct	v	8988 	0.97
distinct	j	9682 	0.9
artistic	j	9423 	0.93
discourse	n	10560 	0.83
basket	n	9316 	0.94
ah	u	9788 	0.89
fighting	n	9274 	0.94
impressive	j	9100 	0.95
competitor	n	9377 	0.93
ugly	j	9267 	0.94
worried	j	9215 	0.94
portray	v	9202 	0.94
powder	n	9639 	0.9
ghost	n	9564 	0.91
persuade	v	8998 	0.96
moderate	j	9220 	0.94
subsequent	j	9796 	0.89
continued	j	9402 	0.92
cookie	n	9480 	0.91
carrier	n	9251 	0.94
cooking	n	9403 	0.92
frequent	j	9267 	0.93
ban	v	9226 	0.94
swing	n	9214 	0.94
orange	n	9219 	0.94
awful	j	9300 	0.93
admire	v	9016 	0.96
pet	n	9118 	0.95
miracle	n	8981 	0.96
exceed	v	9362 	0.92
rhythm	n	9010 	0.96
widespread	j	9319 	0.93
killing	n	9109 	0.95
lovely	j	9327 	0.92
sin	n	9048 	0.95
charity	n	9054 	0.95
script	n	8924 	0.96
tactic	n	8993 	0.96
identification	n	9793 	0.88
transformation	n	9561 	0.9
everyday	j	9065 	0.95
headline	n	9272 	0.92
crash	v	9101 	0.94
venture	n	9278 	0.92
invasion	n	9412 	0.91
military	n	9288 	0.92
nonetheless	r	9168 	0.93
adequate	j	9406 	0.91
piano	n	8968 	0.95
grocery	n	9017 	0.95
intensity	n	9238 	0.92
exhibit	v	9459 	0.9
high	r	8771 	0.97
blanket	n	9385 	0.91
margin	n	8994 	0.95
principal	j	9218 	0.92
quarterback	n	10014 	0.85
mouse	n	9449 	0.9
rope	n	9300 	0.91
concrete	j	8871 	0.96
prescription	n	9169 	0.93
African-American	j	9121 	0.93
chase	v	8980 	0.95
document	v	9274 	0.91
brick	n	9069 	0.93
recruit	v	9028 	0.94
patch	n	9155 	0.93
consensus	n	9250 	0.92
horror	n	8875 	0.95
recording	n	8866 	0.95
changing	j	9055 	0.93
painter	n	9153 	0.92
colonial	j	9628 	0.88
pie	n	9019 	0.94
sake	n	8954 	0.94
gaze	n	9852 	0.86
courage	n	8720 	0.97
pregnancy	n	8944 	0.94
swear	v	9181 	0.92
defeat	v	8945 	0.94
clue	n	8732 	0.97
reinforce	v	9345 	0.9
win	n	9584 	0.88
confusion	n	8751 	0.96
slice	n	9337 	0.9
occupation	n	9115 	0.92
dear	j	9151 	0.92
coal	n	8928 	0.94
sacred	j	9018 	0.93
criminal	n	8854 	0.95
formula	n	8965 	0.94
cognitive	j	10166 	0.83
collective	j	9384 	0.9
exact	j	8643 	0.97
uncle	n	9355 	0.9
square	n	8906 	0.94
captain	n	9087 	0.92
sigh	v	10099 	0.83
attribute	v	9228 	0.91
dare	v	9033 	0.93
okay	j	9499 	0.88
homeless	j	9149 	0.92
cool	v	8980 	0.93
gallery	n	8963 	0.93
soccer	n	9212 	0.91
defendant	n	9230 	0.91
tunnel	n	9024 	0.93
fitness	n	9261 	0.9
lap	n	9260 	0.9
grave	n	8868 	0.94
toe	n	9047 	0.92
container	n	8956 	0.93
virtue	n	9111 	0.91
abroad	r	8788 	0.95
architect	n	8969 	0.93
dramatically	r	8712 	0.95
makeup	n	8916 	0.93
inquiry	n	9136 	0.91
rose	n	8988 	0.92
surprisingly	r	8704 	0.95
highlight	v	9119 	0.91
decrease	v	9291 	0.89
indication	n	8715 	0.95
rail	n	8826 	0.93
anniversary	n	8676 	0.95
couch	n	9209 	0.89
alliance	n	8948 	0.92
hypothesis	n	9890 	0.83
boyfriend	n	8755 	0.94
compose	v	8866 	0.93
peer	v	9099 	0.9
mess	n	8745 	0.94
rank	v	8879 	0.92
legend	n	8660 	0.95
regulate	v	8856 	0.93
adolescent	n	10568 	0.78
shine	v	8984 	0.91
norm	n	9360 	0.88
upset	v	8570 	0.96
remark	n	8453 	0.97
resign	v	8867 	0.92
reward	n	8662 	0.94
gentle	j	8766 	0.93
related	j	9227 	0.89
organ	n	8596 	0.95
lightly	r	8893 	0.92
concerning	i	9329 	0.87
invent	v	8461 	0.96
laughter	n	9019 	0.9
fit	j	8550 	0.95
northwest	n	8650 	0.94
counseling	n	9303 	0.88
tight	r	8980 	0.91
receiver	n	8882 	0.92
ritual	n	8883 	0.92
insect	n	8814 	0.92
interrupt	v	8757 	0.93
salmon	n	8860 	0.92
favor	n	8403 	0.97
trading	n	8787 	0.93
concern	v	8702 	0.93
magic	j	8506 	0.95
superior	j	8632 	0.94
combat	n	8675 	0.94
stem	n	8963 	0.9
surgeon	n	8519 	0.95
acceptable	j	8723 	0.93
physics	n	9184 	0.88
rape	n	8790 	0.92
counsel	n	9387 	0.86
brush	n	8821 	0.92
jeans	n	8851 	0.91
hunt	v	8812 	0.92
continuous	j	8996 	0.9
log	n	8606 	0.94
echo	v	8477 	0.95
pill	n	8537 	0.94
excited	j	8491 	0.95
sculpture	n	8659 	0.93
compound	n	8573 	0.94
integrate	v	9060 	0.89
flour	n	9103 	0.88
bitter	j	8353 	0.96
bare	j	8943 	0.9
slope	n	8573 	0.94
rent	v	8446 	0.95
presidency	n	8814 	0.91
serving	n	9453 	0.85
subtle	j	8442 	0.95
greatly	r	8648 	0.93
bishop	n	8639 	0.93
drinking	n	8446 	0.95
delay	v	8333 	0.96
cry	n	8648 	0.93
acceptance	n	8870 	0.9
collapse	n	8397 	0.95
shop	v	8509 	0.94
pump	n	8617 	0.93
candy	n	8633 	0.93
evil	n	8391 	0.95
final	n	8964 	0.89
finance	v	8571 	0.93
pleased	j	8502 	0.94
medal	n	8991 	0.89
beg	v	8542 	0.93
sponsor	v	8542 	0.93
ethical	j	9018 	0.88
secondary	j	9121 	0.87
slam	v	9076 	0.88
export	n	9013 	0.88
experimental	j	9019 	0.88
melt	v	8533 	0.93
midnight	n	8440 	0.94
net	j	8563 	0.93
curve	n	8397 	0.95
integrity	n	8463 	0.94
entitle	v	8381 	0.95
evident	j	8753 	0.91
logic	n	8646 	0.92
essence	n	8388 	0.94
park	v	8650 	0.92
exclude	v	8780 	0.9
harsh	j	8092 	0.98
closet	n	8597 	0.92
suburban	j	8463 	0.93
greet	v	8367 	0.94
favor	i	8357 	0.94
interior	n	8370 	0.94
corridor	n	8842 	0.89
murder	v	8462 	0.93
retail	j	8600 	0.92
pitcher	n	8835 	0.89
march	v	8267 	0.95
snake	n	8523 	0.92
pitch	v	8628 	0.91
excuse	v	8722 	0.9
cross	n	8207 	0.96
weakness	n	8275 	0.95
pig	n	8307 	0.95
cold	n	8527 	0.92
classical	j	8475 	0.93
estimated	j	8464 	0.93
T-shirt	n	8386 	0.94
online	r	8729 	0.9
unemployment	n	8471 	0.93
civilization	n	8447 	0.93
fold	v	8630 	0.91
patient	j	8504 	0.92
pop	n	8316 	0.94
daily	r	8405 	0.93
reverse	v	8154 	0.96
missing	j	8232 	0.95
correlation	n	9584 	0.82
humanity	n	8259 	0.95
flash	v	8815 	0.89
developer	n	8671 	0.9
reliable	j	8302 	0.94
excitement	n	8160 	0.96
beef	n	8416 	0.93
Islam	n	8755 	0.89
Roman	j	8299 	0.94
stretch	n	8285 	0.94
architecture	n	8449 	0.92
occasional	j	8162 	0.95
administrative	j	8895 	0.88
elbow	n	8536 	0.91
deadly	j	8196 	0.95
Muslim	n	8498 	0.91
Hispanic	j	8690 	0.89
allegation	n	8675 	0.89
tip	v	8300 	0.93
confuse	v	8045 	0.96
airplane	n	8254 	0.94
monthly	j	8335 	0.93
duck	n	8335 	0.93
dose	n	8291 	0.93
Korean	j	8441 	0.92
plead	v	8140 	0.95
initiate	v	8630 	0.9
lecture	n	8278 	0.93
van	n	8364 	0.92
sixth	m	8170 	0.95
bay	n	8209 	0.94
mainstream	j	8170 	0.94
suburb	n	8249 	0.93
sandwich	n	8298 	0.93
unlike	j	8103 	0.95
trunk	n	8400 	0.92
rumor	n	8023 	0.96
implementation	n	9293 	0.83
swallow	v	8583 	0.9
motivate	v	8324 	0.92
render	v	8288 	0.93
longtime	j	8439 	0.91
trap	v	8030 	0.96
restrict	v	8340 	0.92
cloth	n	8287 	0.93
seemingly	r	8010 	0.96
legislative	j	8384 	0.91
effectiveness	n	8889 	0.86
enforce	v	8162 	0.94
lens	n	8313 	0.92
reach	n	7982 	0.96
inspector	n	8652 	0.88
lend	v	7961 	0.96
plain	j	8015 	0.95
fraud	n	8176 	0.93
companion	n	8136 	0.94
contend	v	8249 	0.93
nail	n	8255 	0.92
array	n	8167 	0.93
strict	j	8013 	0.95
assemble	v	7996 	0.95
frankly	r	8620 	0.88
rat	n	8177 	0.93
burst	v	8393 	0.91
hallway	n	8717 	0.87
cave	n	8261 	0.92
inevitable	j	7889 	0.96
southwest	n	8190 	0.93
monster	n	8164 	0.93
speed	v	7936 	0.96
protest	v	7871 	0.96
unexpected	j	7829 	0.97
obstacle	n	8075 	0.94
facilitate	v	8946 	0.85
encounter	n	8073 	0.94
rip	v	8164 	0.93
herb	n	8279 	0.91
overwhelming	j	7831 	0.97
integration	n	8847 	0.85
crystal	n	8035 	0.94
recession	n	8809 	0.86
wish	n	7789 	0.97
top	v	8162 	0.92
written	j	8371 	0.9
motive	n	8029 	0.94
label	v	7969 	0.95
flood	n	7986 	0.94
pen	n	8117 	0.93
ownership	n	8177 	0.92
nightmare	n	7895 	0.95
notice	n	7762 	0.97
inspection	n	8128 	0.93
supervisor	n	8049 	0.93
consult	v	7778 	0.96
arena	n	8008 	0.94
laugh	n	8164 	0.92
diagnosis	n	8454 	0.89
possession	n	7828 	0.96
forgive	v	8003 	0.93
warm	v	7973 	0.94
consistently	r	8104 	0.92
basement	n	7988 	0.94
project	v	7871 	0.95
drift	v	8311 	0.9
drain	v	8123 	0.92
last	r	8415 	0.89
prosecution	n	8941 	0.83
maximum	j	8075 	0.92
announcement	n	7863 	0.95
warrior	n	7975 	0.93
prediction	n	7996 	0.93
bacteria	n	8256 	0.9
questionnaire	n	9123 	0.82
mud	n	8026 	0.93
infrastructure	n	7961 	0.93
hurry	v	8723 	0.85
privilege	n	7923 	0.94
temple	n	7949 	0.94
medium	j	8586 	0.87
outdoor	j	8101 	0.92
suck	v	8204 	0.91
and/or	c	8481 	0.88
broadcast	n	8130 	0.91
re	i	15773 	0.47
leap	v	8376 	0.89
random	j	7818 	0.95
past	r	7921 	0.94
wrist	n	8250 	0.9
curtain	n	8204 	0.9
monitor	n	7879 	0.94
pond	n	7971 	0.93
domain	n	8641 	0.86
guilt	n	7746 	0.96
cattle	n	7827 	0.95
subject	i	8087 	0.91
walking	n	7847 	0.94
playoff	n	8803 	0.84
minimum	j	8011 	0.92
fiscal	j	8005 	0.92
skirt	n	8167 	0.9
dump	v	7689 	0.96
hence	r	8468 	0.87
database	n	8094 	0.91
uncomfortable	j	7667 	0.96
aim	n	7973 	0.92
execute	v	7671 	0.96
limb	n	8018 	0.92
ideology	n	8485 	0.87
average	v	8106 	0.91
welcome	j	7798 	0.94
tune	v	7934 	0.92
continuing	j	7845 	0.94
harm	n	7619 	0.96
railroad	n	7796 	0.94
endure	v	7586 	0.97
radiation	n	7912 	0.93
horn	n	7813 	0.94
chronic	j	8036 	0.91
peaceful	j	7704 	0.95
innovation	n	8099 	0.9
strain	n	7713 	0.95
guitar	n	7712 	0.95
replacement	n	7734 	0.94
behave	v	7546 	0.97
administer	v	8135 	0.9
simultaneously	r	7960 	0.92
dancer	n	7664 	0.95
amendment	n	8132 	0.9
guard	v	7659 	0.95
pad	n	7846 	0.93
transmission	n	7829 	0.93
await	v	7550 	0.96
retired	j	7869 	0.92
trigger	v	7630 	0.95
spill	v	7798 	0.93
grateful	j	7597 	0.96
grace	n	7634 	0.95
virtual	j	7776 	0.93
response	i	7868 	0.92
colony	n	7822 	0.93
adoption	n	7986 	0.91
slide	n	7780 	0.93
indigenous	j	8785 	0.83
closed	j	7500 	0.97
convict	v	7940 	0.91
civilian	n	7889 	0.92
towel	n	7978 	0.91
modify	v	8997 	0.8
particle	n	7925 	0.91
award	v	7666 	0.94
glance	n	8122 	0.89
prize	n	7519 	0.96
landing	n	7646 	0.94
conduct	n	7821 	0.92
blue	n	7671 	0.94
boost	v	7863 	0.92
bat	n	7694 	0.94
alarm	n	7631 	0.94
festival	n	7775 	0.92
grip	n	7724 	0.93
weird	j	7709 	0.93
undermine	v	7762 	0.92
freshman	n	7849 	0.91
sweat	n	8036 	0.89
outer	j	7618 	0.94
European	n	7688 	0.93
drunk	j	7890 	0.91
survey	v	7556 	0.95
research	v	7618 	0.94
separation	n	7760 	0.92
traditionally	r	7717 	0.93
stuff	v	7687 	0.93
govern	v	7668 	0.93
southeast	n	7589 	0.94
intelligent	j	7373 	0.97
wherever	r	7382 	0.97
ballot	n	9217 	0.77
rhetoric	n	7765 	0.92
convinced	j	7389 	0.97
driving	j	7438 	0.96
vitamin	n	8245 	0.86
enthusiasm	n	7368 	0.97
accommodate	v	7571 	0.94
praise	v	7379 	0.96
injure	v	7574 	0.94
wilderness	n	7916 	0.9
nearby	r	7545 	0.94
endless	j	7458 	0.95
mandate	n	7704 	0.92
pause	n	8140 	0.87
excuse	n	7388 	0.96
respectively	r	8223 	0.86
uncertainty	n	7671 	0.92
chaos	n	7304 	0.97
short	r	7495 	0.95
mechanical	j	7835 	0.9
canvas	n	7795 	0.91
forty	m	7692 	0.92
matter	d	7396 	0.96
lobby	n	7556 	0.94
profound	j	7477 	0.95
format	n	7910 	0.9
trait	n	7980 	0.89
currency	n	7753 	0.91
turkey	n	7757 	0.91
reserve	n	7585 	0.93
beam	n	7625 	0.93
abuse	v	7554 	0.94
astronomer	n	8157 	0.87
corruption	n	7518 	0.94
contractor	n	7634 	0.92
apologize	v	7485 	0.94
doctrine	n	8081 	0.87
genuine	j	7336 	0.96
thumb	n	7659 	0.92
unity	n	7810 	0.9
compromise	n	7469 	0.94
horrible	j	7538 	0.93
behavioral	j	8320 	0.85
exclusive	j	7402 	0.95
scatter	v	7461 	0.94
commonly	r	7861 	0.89
convey	v	7529 	0.93
rush	n	7458 	0.94
twist	v	7875 	0.89
complexity	n	7813 	0.9
fork	n	7742 	0.91
disk	n	7898 	0.89
relieve	v	7352 	0.95
suspicion	n	7187 	0.97
lock	n	7605 	0.92
finish	n	7585 	0.92
residence	n	7332 	0.95
shame	n	7347 	0.95
meaningful	j	7719 	0.9
sidewalk	n	7668 	0.91
Olympics	n	8039 	0.87
technological	j	7780 	0.9
signature	n	7349 	0.95
pleasant	j	7425 	0.94
wow	u	8016 	0.87
suspend	v	7228 	0.96
rebel	n	7525 	0.92
frozen	j	7474 	0.93
desire	v	7454 	0.93
spouse	n	7510 	0.93
fluid	n	7464 	0.93
pension	n	7660 	0.91
resume	v	7243 	0.96
theoretical	j	8320 	0.83
sodium	n	7998 	0.87
blow	n	7324 	0.95
promotion	n	7416 	0.94
delicate	j	7332 	0.95
forehead	n	8123 	0.85
rebuild	v	7474 	0.93
bounce	v	7451 	0.93
electrical	j	7347 	0.94
hook	n	7382 	0.94
detective	n	7441 	0.93
traveler	n	7336 	0.94
click	v	7549 	0.92
compensation	n	7512 	0.92
signal	v	7171 	0.97
exit	n	7333 	0.94
attraction	n	7280 	0.95
dedicate	v	7226 	0.96
altogether	r	7147 	0.97
pickup	n	7415 	0.93
carve	v	7294 	0.95
needle	n	7378 	0.94
belly	n	7784 	0.89
ship	v	7264 	0.95
scare	v	7367 	0.94
portfolio	n	7663 	0.9
shuttle	n	7593 	0.91
invisible	j	7355 	0.94
timing	n	7345 	0.94
engagement	n	7675 	0.9
ankle	n	7397 	0.93
transaction	n	7418 	0.93
rescue	v	7187 	0.96
counterpart	n	7484 	0.92
historically	r	7426 	0.92
firmly	r	7189 	0.95
mild	j	7211 	0.95
rider	n	7450 	0.92
doll	n	7351 	0.93
noon	n	7425 	0.92
exhibit	n	7326 	0.93
amid	i	7264 	0.94
identical	j	7247 	0.94
precise	j	7211 	0.95
anxious	j	7096 	0.96
structural	j	7870 	0.87
residential	j	7415 	0.92
loud	r	7541 	0.9
diagnose	v	7255 	0.94
carbohydrate	n	8057 	0.85
liberty	n	7442 	0.91
poster	n	7069 	0.96
theology	n	7866 	0.86
nonprofit	j	7482 	0.91
crawl	v	7596 	0.9
oxygen	n	7191 	0.94
handsome	j	7512 	0.9
magic	n	7415 	0.92
sum	n	7217 	0.94
provided	c	7431 	0.91
businessman	n	7190 	0.94
promising	j	7075 	0.96
conscious	j	7152 	0.95
determination	n	7170 	0.94
donor	n	7231 	0.94
hers	p	7770 	0.87
pastor	n	7260 	0.93
jazz	n	7220 	0.94
opera	n	7332 	0.92
Japanese	n	7419 	0.91
bite	n	7160 	0.94
frame	v	7063 	0.95
evil	j	7045 	0.96
acquisition	n	7338 	0.92
pit	n	7132 	0.94
hug	v	7478 	0.9
wildlife	n	7361 	0.91
punish	v	6955 	0.97
giant	n	7102 	0.95
primary	n	7823 	0.86
equity	n	7277 	0.92
wrong	r	7038 	0.95
doorway	n	7914 	0.85
departure	n	7008 	0.96
elevator	n	7535 	0.89
teenage	j	7030 	0.95
guidance	n	7399 	0.91
happiness	n	7036 	0.95
statue	n	7058 	0.95
pursuit	n	7070 	0.95
repair	n	7088 	0.95
decent	j	6954 	0.96
gym	n	7229 	0.93
oral	j	7448 	0.9
clerk	n	7234 	0.93
Israeli	n	7673 	0.87
envelope	n	7241 	0.92
reporting	n	7184 	0.93
destination	n	7039 	0.95
fist	n	7729 	0.86
endorse	v	7167 	0.93
exploration	n	7294 	0.92
generous	j	6907 	0.97
bath	n	7149 	0.93
rescue	n	7094 	0.94
thereby	r	7588 	0.88
overall	r	7225 	0.92
indicator	n	7574 	0.88
sunlight	n	7349 	0.91
feedback	n	7735 	0.86
spectrum	n	7216 	0.92
purple	j	7216 	0.92
laser	n	7197 	0.93
bold	j	6936 	0.96
reluctant	j	6842 	0.97
starting	n	7118 	0.93
expertise	n	7219 	0.92
practically	r	6914 	0.96
program	v	7015 	0.95
picture	v	7103 	0.93
tune	n	6887 	0.96
eating	n	7067 	0.94
age	v	7005 	0.95
volunteer	v	6864 	0.97
hint	n	6951 	0.95
sharply	r	6966 	0.95
parade	n	7010 	0.95
advocate	v	7198 	0.92
realm	n	7261 	0.91
ban	n	7070 	0.94
strip	v	6894 	0.96
cancel	v	6932 	0.95
blend	v	7238 	0.91
therapist	n	7170 	0.92
slice	v	7316 	0.9
peel	v	7182 	0.92
pizza	n	7130 	0.93
recipient	n	7126 	0.93
hesitate	v	7462 	0.88
flip	v	7274 	0.91
accounting	n	7319 	0.9
debate	v	6952 	0.95
bias	n	7388 	0.89
huh	u	7563 	0.87
metaphor	n	7461 	0.88
candle	n	7204 	0.91
handle	n	7101 	0.93
worry	n	6811 	0.96
judicial	j	7213 	0.91
entity	n	7276 	0.9
suffering	n	6955 	0.94
full-time	j	6945 	0.94
feel	n	6939 	0.95
lamp	n	7290 	0.9
garbage	n	6933 	0.95
servant	n	7064 	0.93
addition	n	7027 	0.93
regulatory	j	7274 	0.9
diplomatic	j	7193 	0.91
elegant	j	6974 	0.94
inside	n	6955 	0.94
reception	n	6896 	0.95
vanish	v	7154 	0.91
automatically	r	6823 	0.96
chin	n	7585 	0.86
trail	v	7049 	0.93
necessity	n	7071 	0.92
confess	v	6815 	0.96
racism	n	7026 	0.93
starter	n	7487 	0.87
interior	j	6931 	0.94
banking	n	7120 	0.92
casual	j	6946 	0.94
gravity	n	7000 	0.93
enroll	v	7053 	0.92
diminish	v	6875 	0.95
prevention	n	7352 	0.88
Arab	n	7222 	0.9
value	v	7000 	0.93
minimize	v	7139 	0.91
chop	v	7452 	0.87
performer	n	6896 	0.94
intent	n	6879 	0.94
isolate	v	6920 	0.94
pump	v	6765 	0.96
inventory	n	7090 	0.92
productive	j	7006 	0.93
assembly	n	6914 	0.94
civic	j	7088 	0.91
silk	n	7128 	0.91
magnitude	n	7115 	0.91
steep	j	6972 	0.93
hostage	n	8605 	0.75
collector	n	6976 	0.93
popularity	n	6836 	0.95
kiss	n	7195 	0.9
alien	n	7134 	0.9
dynamic	j	7175 	0.9
scary	j	6865 	0.94
equation	n	7372 	0.87
angel	n	6978 	0.92
switch	n	6781 	0.95
offering	n	6856 	0.94
rage	n	6877 	0.94
photography	n	7087 	0.91
repair	v	6730 	0.96
toilet	n	6939 	0.93
disappointed	j	6724 	0.96
precious	j	6716 	0.96
prohibit	v	6896 	0.93
representative	j	7008 	0.92
content	j	7113 	0.9
realistic	j	6786 	0.95
Russian	n	6891 	0.93
hidden	j	6787 	0.95
command	v	6688 	0.96
tender	j	7013 	0.92
wake	n	6630 	0.97
gathering	n	6671 	0.96
outstanding	j	6803 	0.94
stumble	v	7076 	0.91
lonely	j	6868 	0.94
automobile	n	6829 	0.94
artificial	j	6730 	0.95
dawn	n	6929 	0.93
abstract	j	7165 	0.9
descend	v	6896 	0.93
silly	j	6857 	0.93
hook	v	6800 	0.94
tide	n	6698 	0.96
shared	j	7069 	0.91
hopefully	r	6986 	0.92
readily	r	6964 	0.92
cooperate	v	6763 	0.95
revolutionary	j	6886 	0.93
romance	n	6705 	0.95
hardware	n	6951 	0.92
pillow	n	7122 	0.9
kit	n	6912 	0.92
cook	n	6866 	0.93
spread	n	6686 	0.95
continent	n	6730 	0.95
seal	v	6660 	0.96
circuit	n	6747 	0.94
sink	n	7052 	0.9
ruling	n	6947 	0.92
shortage	n	6776 	0.94
annually	r	6928 	0.92
lately	r	6696 	0.95
trap	n	6694 	0.95
scan	v	6879 	0.92
fool	n	6990 	0.91
deadline	n	6932 	0.91
rear	j	6910 	0.92
processing	n	7220 	0.88
ranch	n	6759 	0.94
coastal	j	6880 	0.92
undertake	v	7044 	0.9
softly	r	7487 	0.84
reserve	v	6636 	0.95
burning	j	6665 	0.95
verbal	j	7227 	0.87
tribal	j	6995 	0.9
ridiculous	j	6695 	0.94
automatic	j	6580 	0.96
diamond	n	6743 	0.93
credibility	n	6742 	0.93
import	n	6944 	0.91
sexually	r	6806 	0.93
spring	v	6689 	0.94
way	r	6604 	0.95
divine	j	7059 	0.89
sentiment	n	6658 	0.95
cart	n	6822 	0.92
oversee	v	6773 	0.93
stem	v	6712 	0.94
elder	n	6808 	0.92
pro	n	6867 	0.91
inspiration	n	6584 	0.95
Dutch	j	6690 	0.94
quantity	n	6833 	0.92
trailer	n	6713 	0.93
mate	n	6693 	0.94
o'clock	r	6972 	0.97
Greek	j	6642 	0.94
genius	n	6509 	0.96
monument	n	6680 	0.94
bid	n	6954 	0.9
quest	n	6613 	0.95
sacrifice	n	6591 	0.95
invitation	n	6460 	0.97
accuracy	n	6942 	0.9
juror	n	7497 	0.83
officially	r	6462 	0.97
broker	n	6929 	0.9
treasure	n	6648 	0.94
loyalty	n	6604 	0.94
credit	v	6611 	0.94
shock	v	6492 	0.96
talented	j	6584 	0.95
gasoline	n	6696 	0.93
stiff	j	6697 	0.93
output	n	7041 	0.88
nominee	n	7138 	0.87
extended	j	6641 	0.94
please	v	6565 	0.95
diabetes	n	7073 	0.88
slap	v	7015 	0.89
toxic	j	6672 	0.93
alleged	j	6658 	0.93
jaw	n	6922 	0.9
grief	n	6591 	0.94
mysterious	j	6484 	0.96
rocket	n	6722 	0.92
donate	v	6606 	0.94
inmate	n	6718 	0.92
tackle	v	6644 	0.93
dynamics	n	7084 	0.87
bow	n	6800 	0.91
ours	p	6422 	0.96
senior	n	6768 	0.91
dignity	n	6585 	0.94
carpet	n	6658 	0.93
parental	j	7251 	0.85
bubble	n	6570 	0.94
heat	v	6650 	0.93
buddy	n	6554 	0.94
barn	n	6785 	0.91
sword	n	7029 	0.88
flash	n	6741 	0.91
seventh	m	6517 	0.95
glory	n	6443 	0.96
tightly	r	6643 	0.93
protective	j	6503 	0.95
tuck	v	6847 	0.9
drum	n	6423 	0.96
faint	j	6886 	0.89
post	v	6558 	0.94
queen	n	6606 	0.93
dilemma	n	6703 	0.92
input	n	7004 	0.88
specialize	v	6538 	0.94
northeast	n	6500 	0.94
shallow	j	6512 	0.94
liability	n	6775 	0.9
sail	v	6525 	0.94
merchant	n	6474 	0.94
stadium	n	6977 	0.88
improved	j	6720 	0.91
bloody	j	6513 	0.94
defeat	n	6380 	0.96
associated	j	6754 	0.9
withdrawal	n	6624 	0.92
refrigerator	n	6497 	0.94
nest	n	6541 	0.93
near	j	6296 	0.97
thoroughly	r	6384 	0.96
lane	n	6540 	0.93
ancestor	n	6529 	0.93
condemn	v	6418 	0.95
steam	n	6426 	0.95
accent	n	6486 	0.94
escape	n	6358 	0.96
optimistic	j	6412 	0.95
unite	v	6391 	0.95
cage	n	6621 	0.92
equip	v	6436 	0.94
shrimp	n	6631 	0.91
homeland	n	6726 	0.9
exchange	v	6394 	0.95
rack	n	6677 	0.91
costume	n	6349 	0.95
wolf	n	6718 	0.9
courtroom	n	6772 	0.89
statute	n	6838 	0.88
cartoon	n	6403 	0.94
besides	i	6198 	0.97
productivity	n	6651 	0.91
grin	v	7242 	0.83
symbolic	j	6755 	0.89
seal	n	6543 	0.92
bug	n	6541 	0.92
bless	v	6293 	0.96
aunt	n	6662 	0.9
agriculture	n	6621 	0.91
rock	v	6473 	0.93
hostile	j	6319 	0.95
root	v	6276 	0.96
conceive	v	6486 	0.93
combined	j	6495 	0.93
instantly	r	6476 	0.93
bankruptcy	n	6690 	0.9
vaccine	n	6761 	0.89
bonus	n	6531 	0.92
collaboration	n	6889 	0.87
mixed	j	6327 	0.95
opposed	i	6418 	0.93
